+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Muddy Puddles. | 泥坑
Grandpa Pig's Boat | 猪爷爷的船
Granny Pig and Grandpa Pig | 猪爷爷和猪奶奶
are taking Peppa and George out for a day on the river. | 要带佩奇和乔治外出去河上玩一天。
Welcome aboard, me hearties! | 欢迎上船，我的小宝贝们！
Peppa, George, let's put your life-jackets on. | 佩奇，乔治，你们快穿上救生衣吧。
When Peppa and George are on Grandpa Pig's boat, | 当佩奇和乔治上猪爷爷的船玩，
they must wear life-jackets. | 他们必须得穿上救生衣。
On this boat, I'm the captain. | 在这艘船上，我就是船长。
Aye-aye, Captain! | 说得没错，船长！
Aye-aye, Captain! | 没错，船长！
When Captain Grandpa tells you all to do something, | 如果船长爷爷要你们去做事情，
you must do it. | 你们必须照做。
Unless it's something silly. | 除非是一些不明智的事。
Captain Grandpa never says anything silly. | 船长爷爷是不会说一些不明智的事。
Of course not, Captain Grandpa. | 当然不会啦，船长爷爷。
George! Raise the flag! | 乔治，把旗子升起来！
Peppa! Ring the bell! | 佩奇，敲响铃铛！
Aye-aye, Captain! | 是的，船长！
Granny Pig! Take the wheel! | 猪奶奶，你来掌舵！
Aye-aye, Captain! | 是的，船长！
Full sail! | 全速前进！
Full sail! | 全速前进！
Maybe you should go a little slower, Grandpa Pig. | 也许你应该开慢一点，猪爷爷！
Good idea, Granny Pig. | 这是一个好主意，猪奶奶！
I don't want to use up all my petrol. | 我不想一下子把油都用完了。
Grandpa, I liked it when we went fast. | 爷爷，我更喜欢开得快的感觉！
Don't worry, Peppa, we'll go fast later! | 不用担心，佩奇，我们一会再开快点！
Look! There's another boat! | 瞧！那里也有一艘船！
Here's Granddad Dog. | 原来是狗爷爷。
He's taking Danny Dog out for a day on the river. | 今天，他也带丹尼出来玩。
Ahoy there, Granddad Dog! | 哦呵，你好！ 狗爷爷！
Ahoy there, Grandpa Pig! | 哦呵，你好！ 猪爷爷！
Hello, Danny!! | 你好，丹尼！
Hello, Peppa! | 你好，佩奇！
Granddad Dog is Grandpa Pig's very best friend. | 狗爷爷是猪爷爷非常要好的朋友。
I'm surprised your boat is still afloat,Granddad Dog. | 我很惊奇你的船还能浮起来，狗爷爷。
It must be almost as old as you are! | 你的船和你差不多一样老了！
Woof! This old boat can go faster than your rusty bucket any day, | 汪！这艘老船能走得比你那个锈桶快，
Grandpa Pig. | 猪爷爷。
Alright, you old sea-dog, race you! | 好吧，你这老海狗，和你比一场！
Prepare to lose, water-hog! | 准备输吧，你这水猪！
You two are acting like little children! | 你们俩个怎么表现得像一个小孩子一样！
Granddad Dog called me a water-hog. | 狗爷爷刚才叫我水猪。
You called him a sea-dog first, Grandpa. | 明明是你先叫他海狗的，爷爷！
You should say ''sorry''. | 你应该说声“对不起！”
Only if he says ''sorry'' first. | 除非他先说“对不起！”我才说。
Granddad, say ''sorry'' to Grandpa Pig. | 爷爷，说声“对不起！”吧。
He is your best friend. | 他是你最好的朋友。
No. He's a water-hog and my boat is faster than his. | 不要。他就是水猪，而且我的船就是比他的船快。
Alright, sea-dog! Let's race to the next bridge! | 那好吧，海狗！我们就来比赛，看谁先到达下一座桥！
On the count of three. | 数到三就开始。
One... Two... | 一。。。二。。。
GO!!! | 开始！！！
You started too soon! | 你怎么提前开始了！
Catch me if you can, water-hog! | 有本事就追上我呀，水猪！
woof! woof! | 汪！汪~！
Sea-dog! Is that as fast as you can go? | 海狗！这应该是你最快的速度了吧？
Can't catch me! I win! | 追不上我了吧！我赢了！
Oh, dear. Grandpa Pig's boat has run out of petrol. | 哦，糟糕，猪爷爷的船没有油了！
Very clever, Captain Grandpa. | 你真聪明，船长爷爷。
Maybe I did go a bit too fast. | 可能我真的开得太快了吧。
How will we get home? | 我们该如何回家呢？
Look, there's Granddad Dog! | 瞧，狗爷爷过来了！
Granddad Dog can tow us home! | 狗爷爷可以拖我们回家！
I'm not being towed by that sea-dog. | 我可不想海狗拖我的船回家。
I haven't offered to tow the water-hog. | 我也没有打算要拖水猪回家的。
Will you two ever grow up? | 你们俩个怎么还没有长大呢？
Grandpa, say ''sorry'' to Granddad Dog. | 爷爷，快跟狗爷爷说声“对不起！”嘛。
I'm sorry I called you a sea-dog. | 我很抱歉，我不应该叫你海狗。
Granddad, say ''sorry'' to Grandpa Pig. | 爷爷，你就跟猪爷爷说声“对不起！”嘛。
I'm sorry I called you a water-hog. | 我很抱歉，我不应该叫你水猪。
That's nice. Granddad Dog, | 这真是太好了！狗爷爷，
Would you be so kind as to tow us home? | 不知道你能否可以拖我们回家呢？
It would be my pleasure, madam! | 这是我的荣幸，夫人！
Catch this, Captain! | 捉住这条绳子，船长！
Aye-Aye, Skipper! | 哦，好的，船长！
Granddad Dog is Grandpa Pig's very best friend! | 狗爷爷是猪爷爷最要好的朋友！
Woof woof! | 汪~汪~！
Granddad Dog is towing Grandpa Pig's boat home. | 狗爷爷拖着猪爷爷的船回家了。
The main thing is I won the race. | 主要的一点是我赢了这场比赛。
Grandpa Pig! | 猪爷爷！
Naughty Grandpa Pig! | 淘气的猪爷爷！
Peppa! Ring the bell! | 佩奇，敲响铃铛吧！
Aye-Aye, Captain Grandpa! | 是的，船长爷爷！
I'm Peppa Pig. | 我是佩奇。
This is my little brother, George. | 这是我的弟弟，乔治。
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
I'm Peppa Pig. | 我是佩奇。
This is my little brother, George. | 这是我的弟弟，乔治。
This is Mummy Pig. | 这是我的妈妈。
And this is Daddy Pig. | 这是我的爸爸。
Peppa pig. | 小猪佩奇
Daddy's Movie Camera! | 爸爸的摄像机
Mr. Zebra, the postman, | 邮递员斑马先生
is delivering a parcel to Peppa's house. | 正在给佩奇家送包裹。
Parcel for you, Mr. Pig! | 有你的包裹，猪先生！
Thank you, Mr. Zebra. | 太感谢你了，斑马先生。
Goodbye! | 再见！
Look! I just got a parcel in the post! | 瞧！我刚收到一个邮差送来的包裹！
Can anyone guess what's inside? | 有谁可以猜到里面的是什么？
Dine-Saw! | 恐龙！
Oh, George! You always say''dinosaur'' for everything! | 哦，乔治！你总是将所有的东西都说是“恐龙”！
The parcel is far too small to have a dinosaur inside! | 这包裹实在是太小了，恐龙怎么可能在里面！
Thank you for purchasing the movie !Hmmm... I think it's a... a new toy! | 谢谢您购买电影 ！嗯。。。我想它是一个。。。一个新玩具！
Beep! Beep!You're very close. | 哔-哔-！你的答案很接近了。
On Suzy's camera,I know what it is! | 苏茜家的摄像机，我知道里面的是什么！
you just press this button to stop it talking.Your new camera! | 你只要按这个按钮，就可以让它停止说话了。你的新摄像机！
Beep! Beep!A new toy for Daddy Pig! | 哔-哔-！猪爸爸的新玩具！
Thank you for purchasing ....That's right! | 谢谢您购买。。。猜对了！
Now it won't talk anymore.It's a movie camera! | 现在它不说话了。它是一台摄像机！
Well done, Peppa.We can make movies with it | 做得好，佩奇。我们可以用它来拍影片
What shall I film first?and watch them on our television! | 我们该先拍些什么呢？然后在电视里看！
Film me!Can I use it first, Daddy? | 拍我吧！我可以第一个使用吗，爸爸？
Ok, Peppa!It's a bit too difficult for children to use. | 好的，佩奇！对孩子来说，用起来有点困难哦。
Hello! I'm Peppa Pig!Even I need to read the instructions! | 你好！我是小猪佩奇！就算是我，也需要看说明书！
Come on, everyone.Hmmm. It's a bit harder than I thought... | 大家都过来。嗯。它比我想的要难一点。。。
Hello! I'm Peppa Pig!Suzy Sheep's mummy has a movie camera. | 你好！我是小猪佩奇！苏茜的妈妈就有一台摄像机。
Again! Again!She switches it on like this. | 再来！再来！她是直接这样打开的。
Ok!Oh. well done, Peppa. | 好的！哦。做得好，佩奇。
Hello! I'm Peppa Pig!Beep! Beep! | 你好！我是小猪佩奇！哔-哔-！
Again! Again!Thank you for purchasing the movie ! | 再来！再来！谢谢您购买电影 ！
Hello! I'm Peppa Pig!Beep! Beep! I am eager and | 你好！我是小猪佩奇！哔-哔-！我迫不及待
Again! Again!ready to shoot your first movie. Beep Beep! | 再来！再来！想帮您拍第一部影片了.哔-哔-！
Maybe we should film something new!Is there a way to turn that voice off ? | 也许我们该拍些新东西了！是否有方法把这个声音关掉吗？
I know! Daddy Pig must leave the roomErr. I'm not sure. | 我知道！猪爸爸你先离开这房间呃，我不太确定。
and we'll make a movie to show him!Beep! Beep! | 我们会拍段影片给你看！哔-哔-！
This way.Thank you for purchasing the movie ! | 这边走。谢谢您购买电影 ！
Daddy Pig has to wait in the kitchen, | 猪爸爸在厨房等的时候，
while Mummy Pig, Peppa and George make a secret movie! | 猪妈妈，佩奇和乔治正在拍摄影片！
No peeking ,Daddy Pig! | 不准偷看哦，猪爸爸！
We must all have to do something. | 我们仨个都得出镜。
George? Do you want to go first? | 乔治？你想第一个来吗？
Are you ready? | 你准备好了没？
Can I come in and see the movie? | 我可以进来看影片了吗？
Finished! You can come in now! | 完成了！你现在可以进来了！
George has made a movie and so has Peppa! | 乔治拍了一段影片，佩奇也是！
Let's see George's movie first! | 让我们来先看看乔治的影片！
Dine-saw. | 恐龙。
Grrrrr!George is pretending to be a dinosaur. | 乔治假装自己是一只恐龙。
Grrrrr!That's a very scary dinosaur. | 那的确是一个很吓人的恐龙。
GRRrrrrrrRRRRRR!Oh, dear, George is frightened! | 哦，糟糕，乔治给吓坏了！
Don't be frightened, George, | 不要害怕，乔治，
that's not a real dinosaur on TV, it's you! | 在电视里的不是真恐龙，是你！
Grrrrrrrrrr!Dine-Saw! | 恐龙！
Now, let's see Peppa's movie. | 现在，让我们来看看佩奇的影片。
Who is that meant to be? | 这是在模仿谁呢？
I am Daddy Pig! | 我是猪爸爸！
I see. | 我明白了。
My tummy is very big | 我的肚子非常大
because I eat a lot of cookies! | 那是因为我吃了太多的饼干！
My tummy is not big! | 我的肚子一点也不大啊！
But it is true that I like cookies. | 不过我喜欢吃饼干是真的。
And the more you eat, the bigger your tummy gets! | 而且你越吃越多，你的肚子就越变越大！
Ok, what's next? | 好了，下面是什么？
This is my sweet little brother, George. | 这是我可爱的小弟弟，乔治。
This is Mummy Pig. | 这是我妈妈。
This is me. | 这就是我。
And this is the real Daddy Pig. | 而这个就是真正的猪爸爸。
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
School Play! | 学校戏剧！
Peppa's playgroup are going to put on a play. | 佩奇的学校戏剧组准备上演戏剧
The Little Red Riding Hood. | 童话故事-小红帽
Hurray. | 好哦！
All the children have parts in the play. | 所有的孩子都参加。
They have to practice at home. | 他们必须在家里练习。
Peppa is going to be the Little Red Riding Hood. | 佩奇要饰演的是小红帽。
Mummy Pig has made her costume. | 猪妈妈给她做了戏服。
Daddy Pig is helping Peppa practice. | 猪爸爸正在帮佩奇练习。
Okay, Peppa, what do you say? | 好了，佩奇，你该说什么？
I'm Little Red Riding Hood. | 我的名字叫小红帽。
Very good. Then what? | 非常好。然后是什么？
Um. | 嗯。
I'm going to visit my grandma!" | 我要去看我的奶奶了！
I'm going to visit my grandma! | 我要去看我的奶奶了！
Bravo, Peppa. | 太棒了，佩奇。
Danny Dog is going to play the Big Bad Wolf. | 小狗丹尼饰演大灰狼。
Woof Woof! | 汪！汪!
Granddad Dog and Mummy Dog are helping him practice. | 丹尼的爷爷和妈妈正在帮他练习。
I'm the Big Bad Wolf. | 我是一只大灰狼。
Try not to laugh, Danny. | 尽量不要笑啊，丹尼。
You should be a bit scarier. | 你应该表现得有点可怕。
Try it like this, Danny. | 试着这样，丹尼。
I'm the Big Bad Wolf! | 我是一只大灰狼。
I'm going to eat you all up! | 我要把你吃掉！
GRRRRRRR! | 哇~~~！
You see? | 你明白没？
Yes! That was really scary! | 是的！那样确实很吓人！
Pedro Pony is going to play the Hunter. | 小马佩德罗来扮演猎人。
He will rescue Peppa from the Big Bad Wolf. | 他会从大灰狼手中拯救佩奇。
Um. I'm the Hunter...and... | 唔。我是猎人。。还有。。。
Pedro is a bit shy. | 佩德罗有点害羞。
Neigh, you say, | 嘶~，你要说
"I'm going to chase you away, you Big Bad Wolf!" | “我要把你赶跑，你这坏蛋大灰狼！”
Um. Go away, naughty wolf. | 嗯。走开，你这顽皮的狼。
Very good, Pedro. | 非常好，佩德罗。
Rebecca Rabbit is going to be the Grandma. | 小兔瑞贝卡要扮演奶奶。
What do I say, Mummy? | 我要说什么，妈妈？
Lets' see. | 让我瞧瞧。
At the start of the play, | 这出戏的开始，
you get locked in a cupboard by the Big Bad Wolf. | 你被大灰狼锁进了柜子里边。
Then, right at the end of the play, | 然后，在剧的最后，
you are rescued by the Hunter. | 你被猎人拯救了。
